timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
1669944,29.16,49.86,101381,0.858037433579994,1.087429600498302,1.0533565803300498,0.9094556747690852,28573,15373,95
1670933,29.17,49.88,101381,0.8585530709161946,1.087429600498302,1.0533565803300498,0.9094556747690852,28617,15368,96
1671935,29.17,49.84,101381,0.8494491133573739,1.0885241971003614,1.0402112695457784,0.9011900845016171,28582,15372,97
1672935,29.18,49.84,101382,0.8621456261274284,1.0771612418980305,1.0356458322674087,0.8878688419346297,28600,15371,98
1673935,29.18,49.83,101381,0.8631769007998296,1.0959257550761916,1.0533565803300498,0.8833749287795014,28562,15366,99
1674935,29.18,49.81,101381,0.8683670864461768,1.076431510829991,1.0533565803300498,0.8794828789933635,28573,15368,100
1675935,29.19,49.8,101380,0.8647238128084315,1.0966554861442313,1.060480236773023,0.871177164501296,28569,15367,101
1676935,29.19,49.79,101380,0.858037433579994,1.0789855695681294,1.0307655372457032,0.8571336858915202,28583,15366,102
1677935,29.19,49.78,101381,0.8673273587026903,1.0866998694302623,1.0217527343427149,0.850192195035831,28583,15358,103
1678935,29.19,49.77,101380,0.8647238128084315,1.0841197488682652,1.0182892991660206,0.8393586543940039,28589,15361,104
1679935,29.2,49.76,101380,0.8621456261274284,1.066293461349012,1.007662850328436,0.8539638721481708,28582,15369,105
1680935,29.2,49.76,101380,0.8668032682954044,1.0735386483816909,1.0321823970907145,0.8591800213460875,28589,15361,106
1681935,29.21,49.74,101381,0.8611143514550271,1.0811747627722483,1.0127792886576434,0.8467816359448854,28573,15360,107
1682935,29.21,49.73,101380,0.8647238128084315,1.0630357333666924,1.011401786030549,0.845618033431504,28619,15361,108
1683935,29.21,49.71,101380,0.8647238128084315,1.063765464434732,1.0241535246356506,0.8348246170142762,28590,15355,109
1684935,29.21,49.7,101380,0.8662791778881186,1.051933396402947,0.9884171707670328,0.8147223804899971,28602,15358,110
1685935,29.22,49.7,101380,0.8673273587026903,1.0911043176623585,1.0052620600355002,0.8185743060515356,28586,15361,111
1686935,29.22,49.7,101380,0.8642081754722308,1.069889993041493,0.9934155374424893,0.8300097100623531,28566,15355,112
1687935,29.22,49.69,101379,0.8683670864461768,1.068821458263292,0.9907392466241347,0.8367907040196448,28601,15350,113
1688945,29.22,49.7,101380,0.8720441723682631,1.0841197488682652,1.0141567912847378,0.8473433750892765,28607,15355,114
1690005,29.21,49.69,101380,0.8636925381360302,1.067361996127213,1.0025464119992287,0.8381950518806225,28594,15360,115
1691055,29.21,49.71,101380,0.865763540551918,1.0859440765383643,1.0124250736963907,0.8235898341264556,28566,15342,116
1692115,29.2,49.71,101380,0.8668032682954044,1.071714320711592,0.9964460432220967,0.8252750515596287,28580,15354,117
1693164,29.2,49.71,101379,0.8575302493148786,1.060168932742251,0.9944388251083308,0.8224663558376735,28568,15351,118
1693933,29.22,49.72,101379,0.8903450712678423,1.060168932742251,0.9944388251083308,0.8224663558376735,28622,15348,119
