timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
1809240,29.34,50.84,101489,0.8544786906531012,1.0859440765383643,1.0494208585383518,0.8402012631105904,28726,15271,95
1810300,29.34,50.85,101488,0.8519596754696949,1.0841197488682652,1.0437534191583067,0.8261176602762152,28672,15271,96
1811350,29.34,50.83,101488,0.8529655909288404,1.0680917271952526,1.0276169598123448,0.8291671013457665,28705,15263,97
1812410,29.35,50.85,101488,0.8519596754696949,1.082660286732186,1.03706269211242,0.8467816359448854,28699,15265,98
1813459,29.35,50.86,101488,0.8484516509693136,1.0724440517796316,1.0286796046961033,0.8314140579233307,28764,15260,99
1814228,29.37,50.88,101488,0.8752140740252341,1.0724440517796316,1.0286796046961033,0.8314140579233307,28716,15262,100
1815229,29.38,50.84,101487,0.8642081754722308,1.0757017797619512,1.0441076341195594,0.8545256112925618,28711,15265,101
1816229,29.38,50.83,101489,0.8560002434484473,1.0830251522662058,1.0619364538359513,0.8534021330037798,28704,15259,102
1817229,29.39,50.84,101489,0.8489503821633437,1.0819044938402878,1.0615822388746985,0.8647171643407991,28721,15258,103
1818229,29.39,50.85,101489,0.8439799763652133,1.0985319374620475,1.0658721756276492,0.8638344313996132,28670,15258,104
1819229,29.4,50.83,101487,0.8390771951357648,1.093319572690336,1.072051258840615,0.8591800213460875,28707,15253,105
1820229,29.4,50.82,101487,0.8429994201193236,1.1074711430455326,1.0691388247147586,0.8510749279770169,28690,15251,106
1821229,29.41,50.79,101486,0.83858691701282,1.079715300636169,1.0561903000200723,0.8407630022549815,28719,15252,107
1822229,29.41,50.77,101487,0.8361608856113515,1.0709845896435524,1.0360000472286615,0.8376333127362314,28698,15257,108
1823229,29.41,50.75,101487,0.8464567261931932,1.0713494551775722,1.032851469795303,0.8208212626290997,28677,15254,109
1824229,29.41,50.72,101487,0.8459664480702485,1.0677268616612328,1.0346225446015673,0.8274818839125935,28727,15256,110
1825229,29.42,50.7,101487,0.8509537600105495,1.0800801661701889,1.0335598997178088,0.8487878471748534,28768,15251,111
1826229,29.42,50.69,101487,0.8570230650497632,1.0811747627722483,1.0426907742745481,0.8487878471748534,28740,15255,112
1827229,29.43,50.68,101489,0.8565074277135626,1.1059856190855948,1.0629990987197098,0.8632726922552222,28748,15256,113
1828240,29.43,50.66,101489,0.858037433579994,1.1101033872552468,1.0848029974457165,0.8794828789933635,28742,15250,114
1829300,29.43,50.65,101489,0.858037433579994,1.1059856190855948,1.103340247084614,0.9147119481916013,28723,15250,115
1830350,29.44,50.63,101489,0.8519596754696949,1.0955608895421718,1.1119594778084327,0.9168786563199667,28748,15251,116
1831410,29.44,50.62,101488,0.849947844551404,1.11727038881635,1.119122491469323,0.9243417620954476,28694,15252,117
1832460,29.44,50.61,101488,0.8464567261931932,1.0996265340641067,1.1286469382052322,0.915915674929582,28717,15249,118
1833520,29.44,50.59,101488,0.849947844551404,1.1195377674920446,1.12711200670647,0.9131471034322263,28724,15244,119
