timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
2942580,28.93,48.48,101268,0.8796677236565136,0.9007506255212677,0.7991342084576204,0.6935665960725499,28591,15036,95
2943580,28.93,48.47,101268,0.8833766035993329,0.8949847662167452,0.8092028041308165,0.7037436856721411,28591,15044,96
2944580,28.93,48.46,101268,0.8841257482235448,0.886835968749468,0.8116795709809074,0.7044441331344612,28605,15043,97
2945580,28.93,48.44,101268,0.8826274589751211,0.9035165358887508,0.8051107545524052,0.7049385666372753,28604,15039,98
2946580,28.93,48.44,101268,0.8833766035993329,0.8895593266497591,0.8094720179188698,0.7121078524280805,28612,15035,99
2947580,28.94,48.44,101269,0.8848626117883434,0.9093462238940613,0.8249787321107438,0.7106657547115393,28554,15035,100
2948580,28.94,48.41,101269,0.8856117564125552,0.9111759799833193,0.8149639791951585,0.7116546217171675,28577,15031,101
2949580,28.94,48.41,101268,0.886360901036767,0.8956017769910298,0.82107513218397,0.7009006930309598,28600,15027,102
2950580,28.95,48.41,101268,0.8841257482235448,0.9096440911644057,0.8194060066980391,0.6975632668869642,28607,15033,103
2951580,28.95,48.41,101268,0.8841257482235448,0.8940698881721162,0.810845008237942,0.6952147077485971,28589,15032,104
2952580,28.95,48.41,101268,0.8841257482235448,0.900154890980579,0.808933590342763,0.6917124704369968,28602,15037,105
2953580,28.96,48.41,101268,0.8818905954103226,0.9016655035658967,0.8103065806618353,0.6987581478520984,28595,15038,106
2954580,28.96,48.4,101268,0.8818905954103226,0.9050484247076644,0.8169023184691427,0.6926189318588227,28578,15028,107
2955580,28.97,48.39,101268,0.8878591902851908,0.9111759799833193,0.8249787321107438,0.6863149046979423,28610,15032,108
2956631,28.97,48.37,101269,0.8804045872213121,0.9167503531854776,0.8111142220259954,0.6882102331253965,28578,15032,109
2957681,28.97,48.36,101269,0.886360901036767,0.9065803135265782,0.8169023184691427,0.6942670435348699,28605,15028,110
2958720,28.97,48.35,101269,0.8811414507861106,0.9084100696158363,0.8152601143620172,0.6917124704369968,28601,15031,111
2959579,28.99,48.35,101268,0.8954488850026159,0.9084100696158363,0.8152601143620172,0.6917124704369968,28545,15027,112
2960580,28.99,48.32,101269,0.8924031822681152,0.9050484247076644,0.8135909888760864,0.6863149046979423,28605,15030,113
2961580,28.99,48.32,101269,0.8893697605930279,0.9204736940647819,0.8199444342741459,0.6903115755123567,28603,15027,114
2962580,28.99,48.31,101268,0.890131186276653,0.9031973923848104,0.8133217750880329,0.6791868216990383,28584,15023,115
2963580,28.99,48.3,101269,0.887110045660979,0.902899525114466,0.8067529586595308,0.6784863742367183,28584,15030,116
2964580,28.99,48.29,101268,0.8916417565844901,0.9158141989072526,0.8133217750880329,0.6809997445426902,28577,15026,117
2965580,29.0,48.28,101269,0.8908803309008648,0.9013676362955524,0.8075606000236909,0.6782391574853112,28597,15020,118
2966580,29.0,48.28,101268,0.8886206159688159,0.9201758267944374,0.8196752204860924,0.6828538701782433,28612,15025,119
