timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
1136211,29.37,47.55,101255,0.9031736713735874,1.0553650150635734,0.9458557229467065,0.6863149046979423,29122,15497,95
1137211,29.37,47.57,101255,0.9023876835711356,1.038003608449218,0.9567858027416732,0.6919184843965027,29139,15498,96
1138211,29.37,47.57,101255,0.8954488850026159,1.0415141869925617,0.9665582632480106,0.6978104836383713,29083,15504,97
1139211,29.37,47.55,101255,0.9016139768280972,1.0415141869925617,0.9571088592873374,0.6952147077485971,29125,15498,98
1140211,29.37,47.56,101255,0.8954488850026159,1.0600032339875065,0.9652391156865491,0.6814941780455044,29132,15495,99
1141211,29.37,47.55,101254,0.9016139768280972,1.043641810352164,0.9558166331046811,0.6759730039307463,29126,15495,100
1142211,29.37,47.54,101254,0.897757724172318,1.0323866827798676,0.954201350376361,0.6847079958137964,29089,15482,101
1143211,29.38,47.53,101254,0.9039473781166258,1.0233442835015574,0.9580780289243295,0.6919184843965027,29141,15485,102
1144211,29.38,47.55,101254,0.9016139768280972,1.0489395925175742,0.9662352067023465,0.6935665960725499,29077,15482,103
1145211,29.38,47.53,101254,0.8992928565989817,1.044343926060833,0.9610124592141112,0.6910120229746768,29145,15487,104
1146211,29.38,47.53,101253,0.9023876835711356,1.0475353611002365,0.9506477283740565,0.6709462633188025,29100,15477,105
1147211,29.38,47.52,101254,0.9008402700850586,1.0607266259297714,0.9439173836727223,0.6809997445426902,29104,15476,106
1148211,29.38,47.51,101254,0.9047333659190777,1.0574926384231758,0.9629777198669007,0.6952147077485971,29097,15472,107
1149242,29.38,47.52,101255,0.9078650360694716,1.0574926384231758,0.9714848755693872,0.6978104836383713,29102,15468,108
1150292,29.38,47.51,101255,0.897757724172318,1.0654073973208966,0.9787267264680228,0.6964095887137313,29121,15472,109
1151342,29.38,47.54,101254,0.8954488850026159,1.0607266259297714,0.9662352067023465,0.7018483572446869,29089,15468,110
1152392,29.38,47.54,101254,0.8985191498559432,1.046109853449303,0.9817149995154153,0.6868093382007565,29084,15462,111
1153442,29.38,47.55,101253,0.8886206159688159,1.0429396946434955,0.9613355157597753,0.6807937305831843,29083,15465,112
1154481,29.38,47.6,101254,0.8969840174292796,1.040812071283893,0.9448865533097144,0.6725531722029484,29077,15464,113
1155210,29.4,47.65,101254,0.9182056880954779,1.040812071283893,0.9448865533097144,0.6725531722029484,29104,15454,114
1156211,29.41,47.65,101255,0.9023876835711356,1.0351951456145427,0.9420059657775434,0.6782391574853112,29074,15462,115
1157211,29.41,47.69,101255,0.9000665633420202,1.0313441473336624,0.9484132539332135,0.6691333404751506,29093,15452,116
1158211,29.41,47.68,101254,0.8985191498559432,1.0358972613232114,0.9490593670245416,0.6807937305831843,29112,15453,117
1159211,29.41,47.68,101255,0.9000665633420202,1.0334504944596687,0.9509707849197205,0.6739128643356873,29105,15454,118
1160211,29.41,47.7,101255,0.9023876835711356,1.0376419124780853,0.9432981919601995,0.6662079422501669,29131,15452,119
