timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
1764020,28.99,42.49,101794,0.8449689856821883,1.013492206211575,1.0045929873309116,0.772311075088474,28776,15081,95
1765069,28.98,42.49,101795,0.8469554573872233,1.0269661691464491,1.003923914626323,0.7873175350886344,28755,15074,96
1765968,28.99,42.48,101795,0.8585530709161946,1.0269661691464491,1.003923914626323,0.7873175350886344,28778,15080,97
1766969,28.99,42.48,101794,0.8489503821633437,1.0459131150916203,1.0265936721465034,0.7959041191528974,28750,15076,98
1767969,28.99,42.46,101794,0.860083076782626,1.0512297271587658,1.0276169598123448,0.8056543057305418,28774,15080,99
1768969,29.0,42.46,101794,0.8560002434484473,1.0501611923805652,1.0293880346186088,0.8095062312920803,28794,15078,100
1769969,29.0,42.46,101794,0.8474541885812534,1.051933396402947,1.0321823970907145,0.7801754231099485,28769,15072,101
1770969,29.0,42.46,101795,0.8575302493148786,1.0203985895340928,1.0079777080717718,0.7825427523613107,28765,15085,102
1771969,29.0,42.46,101795,0.8539799594590711,1.035332014605046,1.0073086353671832,0.7881200195806216,28725,15069,103
1772969,29.01,42.43,101795,0.8585530709161946,1.0221186699087574,1.0012082665900512,0.7844285909174805,28765,15079,104
1773969,29.01,42.43,101794,0.865763540551918,1.0448445803134194,1.0179350842047679,0.8032067280299808,28755,15069,105
1774969,29.01,42.4,101793,0.8662791778881186,1.0294159805891536,1.0279711747735976,0.7873175350886344,28798,15073,106
1775969,29.02,42.39,101792,0.8715200819609773,1.0427335725808762,1.0117560009918019,0.7996757962652372,28736,15068,107
1776969,29.02,42.38,101792,0.8741574401395771,1.039215226359971,1.0189583718706092,0.8010400199016154,28827,15070,108
1777969,29.03,42.36,101793,0.8773442479387187,1.0466167843358014,1.021044304420209,0.810589585356263,28774,15074,109
1778969,29.03,42.35,101794,0.8709875384826061,1.0616023330544717,1.03706269211242,0.8051326908107501,28752,15059,110
1779969,29.03,42.36,101795,0.8746899836179483,1.0374430223375892,1.0367084771511672,0.7999566658374327,28731,15064,111
1780969,29.03,42.37,101796,0.8699393576680344,1.0138570717455948,1.017266011500179,0.7892033736448043,28757,15071,112
1781969,29.03,42.36,101797,0.8668032682954044,1.0176360362050856,1.0131335036188962,0.7844285909174805,28730,15057,113
1783020,29.03,42.39,101797,0.8575302493148786,1.0207373932442538,1.0062853477013418,0.7859934356768556,28774,15061,114
1784080,29.03,42.39,101798,0.8509537600105495,1.030093588009476,1.019666801793115,0.7830643672811023,28767,15064,115
1785129,29.03,42.36,101798,0.8539799594590711,1.0304584535434957,1.0029006269604814,0.772311075088474,28791,15061,116
1785968,29.05,42.37,101797,0.8773442479387187,1.0304584535434957,1.0029006269604814,0.772311075088474,28819,15058,117
1786969,29.05,42.35,101798,0.8741574401395771,1.0025723020148396,1.011401786030549,0.7801754231099485,28769,15056,118
1787969,29.05,42.33,101798,0.8810974115005723,1.0238387502834223,1.0103784983647077,0.7735950502756535,28793,15055,119
