timestamp,BME688_TEMP,BME688_HUM,BME688_PRES,BME688_R,ENS160_R0,ENS160_R2,ENS160_R3,SGP41_VOC,SGP41_NOX,timestamp_s
3369357,29.34,47.66,101270,0.9312604542518256,0.98828105053531,0.8926590784273608,0.702796021458414,28953,15330,95
3370357,29.34,47.64,101270,0.9279568492696454,0.9950043403516535,0.8975049266123214,0.6968628194246442,28957,15326,96
3371357,29.34,47.65,101270,0.9255006373869836,0.9926426784224949,0.8956742728535585,0.6997058120658256,28975,15321,97
3372357,29.34,47.64,101269,0.9337535093127274,1.0140465694200949,0.8896438840011631,0.7049385666372753,28925,15312,98
3373357,29.35,47.64,101270,0.9238672564850134,0.9997276642099708,0.8990125238254203,0.7155276841558784,28984,15318,99
3374357,29.35,47.63,101269,0.9279568492696454,1.0014297628976527,0.9140615745776036,0.7230677950737942,28943,15315,100
3375357,29.35,47.62,101268,0.9279568492696454,0.998046841755885,0.9240224847355782,0.7351402131008397,28922,15318,101
3376357,29.35,47.63,101269,0.9255006373869836,1.0195358376878692,0.9159191497151719,0.7245098927903354,28950,15316,102
3377357,29.35,47.63,101270,0.9345763402934191,0.9916426954434817,0.9063620602392772,0.718659096340368,28982,15304,103
3378357,29.34,47.62,101270,0.9304376232711339,0.9906427124644687,0.9094310974230857,0.714291600398843,28972,15301,104
3379357,29.34,47.63,101269,0.9271340182889537,0.9839406988817211,0.9060390036936132,0.6968628194246442,28934,15304,105
3380357,29.34,47.62,101269,0.9345763402934191,0.9832811356402443,0.8908553460474032,0.7039909024235482,28961,15303,106
3381357,29.34,47.63,101269,0.9287796802503372,0.9896214532518595,0.89658959973294,0.7063806643538166,28980,15302,107
3382368,29.34,47.63,101269,0.9255006373869836,0.9852811015982706,0.8905592108805446,0.6947614770376841,28983,15297,108
3383418,29.34,47.62,101270,0.919003956957343,1.0014297628976527,0.8947858673529824,0.6910120229746768,28967,15294,109
3384468,29.33,47.62,101270,0.9157986004504693,0.9950043403516535,0.8872478812874881,0.6791868216990383,28946,15297,110
3385518,29.33,47.64,101269,0.913403793864874,0.9766429507582849,0.8923629432605021,0.6770854793120782,28914,15292,111
3386568,29.33,47.64,101269,0.9126055250030088,0.9876214872938333,0.8848249571950078,0.6828538701782433,28988,15292,112
3387607,29.33,47.64,101270,0.9165968693123344,0.9612389576347636,0.8806521434801805,0.6720999414920354,28998,15281,113
3388356,29.35,47.63,101270,0.9329183972726224,0.9612389576347636,0.8806521434801805,0.6720999414920354,28977,15289,114
3389357,29.35,47.63,101270,0.9271340182889537,0.9899618729893959,0.8866286895749653,0.6759730039307463,28984,15290,115
3390357,29.35,47.63,101269,0.9304376232711339,0.9842811186192575,0.8833442813607142,0.6828538701782433,28953,15286,116
3391357,29.35,47.61,101269,0.9271340182889537,0.998046841755885,0.8905592108805446,0.6935665960725499,28983,15279,117
3392357,29.36,47.59,101269,0.9271340182889537,0.990961855968409,0.8866286895749653,0.6824006394673303,28975,15275,118
3393357,29.36,47.58,101268,0.9263234683676753,1.0075360419397117,0.8911514812142619,0.6973572529274583,28941,15277,119
